ID,school_link,image_url,school_name,cert,location,type,fees,location_link,phone_number,description_head,description_body,details_head,details_body,fees_list,long_location
277,https://egyptschools.info/school/kent-college-west-cairo/,https://egyptschools.info/wp-content/uploads/2021/08/zGJdX9B7Bv0ngypHi3rOcKRCeP01e7K5f2vlOi8K-768x384.jpg,Kent College West Cairo,Thanwya,October,Private,197000,https://maps.google.com/maps?daddr=29.96729%2C30.99538,tel:01229872222,عن مدرسة كينت كولدج الدولية – Kent College West Cairo,"مدرسة كينت كولدج الدولية - Kent College West Cairo اكتوبر - الجيزة
Kent College West Cairo العام الدراسي الاول لها هو 2022/2023م
تستقبل مدرسة كينت الدولية حتي الصف السابع (Year 7) للعام الدراسي 2022/2023 وتفتح باقي المراحل بالتدريج حتي الصف الثالث عشر (Year 13)
المدرسة تتيح لطلابها في مرحلة الثانوية الاختيار بين البكالوريا الدولية (IB) او الشهادة البريطانية (IG)
توفر مدرسة كينت كولدج الدولية - Kent College West Cairo الدراسة بمنهج STEAM",عن مدرسة كينت كولدج الدولية – Kent College West Cairo,"مدرسة كينت كولدج الدولية - Kent College West Cairo اكتوبر - الجيزة
Kent College West Cairo العام الدراسي الاول لها هو 2022/2023م
تستقبل مدرسة كينت الدولية حتي الصف السابع (Year 7) للعام الدراسي 2022/2023 وتفتح باقي المراحل بالتدريج حتي الصف الثالث عشر (Year 13)
المدرسة تتيح لطلابها في مرحلة الثانوية الاختيار بين البكالوريا الدولية (IB) او الشهادة البريطانية (IG)
توفر مدرسة كينت كولدج الدولية - Kent College West Cairo الدراسة بمنهج STEAM","[{'fees_title': 'FS 1 - 2', 'fees_value': '197,000 LE'}, {'fees_title': 'Year 1-2', 'fees_value': '233,000 LE'}]",داخل كومباوند O West - طريق الواحات - اكتوبر - الجيزة
278,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%86%d9%8a%d9%88%d9%83%d8%a7%d8%b3%d9%84-%d8%a7%d9%84%d9%86%d8%a7%d8%b4%d9%88%d9%86%d8%a7%d9%84-newcastle-school/,https://egyptschools.info/wp-content/uploads/2021/08/198567631_846568046278082_7370973657697378321_n-768x425.jpg,Newcastle School,Thanwya,October,Private,21000,https://maps.google.com/maps?daddr=29.97412%2C30.91457,tel:01050660319,عن مدرسة نيوكاسل الناشونال – Newcastle School,"مدرسة نيوكاسل للغات قسم الناشونال العام الدراسي الاول لها 2021/2022 م
المدرسة تابعة لمدرسة نيوكاسل الدولية بحي البشاير - اكتوبر",عن مدرسة نيوكاسل الناشونال – Newcastle School,"مدرسة نيوكاسل للغات قسم الناشونال العام الدراسي الاول لها 2021/2022 م
المدرسة تابعة لمدرسة نيوكاسل الدولية بحي البشاير - اكتوبر","[{'fees_title': 'KG 1 - 2', 'fees_value': '21,000 LE'}, {'fees_title': 'Grade 1 - 6', 'fees_value': '24,000 LE'}]",حي البشائر - مركز خدمات البشائر - 6 أكتوبر - الجيزة
279,https://egyptschools.info/school/knowledge-language-school/,https://egyptschools.info/wp-content/uploads/2021/08/مدرسة-نولدج-للغات.jpg,Knowledge language school,Thanwya,Al Maryoutia,Private,20800,,,,,,,[],
280,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a8%d9%8a-%d8%aa%d9%83-%d9%84%d9%84%d8%aa%d9%83%d9%86%d9%88%d9%84%d9%88%d8%ac%d9%8a%d8%a7-%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82%d9%8a%d8%a9-b-tech-school/,https://egyptschools.info/wp-content/uploads/2021/07/مدرسة-بي-تك-للتكنولوجيا-التطبيقية2-768x486.jpg,B.TECH School,IG,Mokattam,Private,200,,,,,,,[],
281,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%8a-%d8%aa%d9%83-%d9%84%d9%84%d8%aa%d9%83%d9%86%d9%88%d9%84%d9%88%d8%ac%d9%8a%d8%a7-%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82%d9%8a%d8%a9-itech/,https://egyptschools.info/wp-content/uploads/2021/07/مدرسة-اي-تك-768x296.jpg,ITECH School,IG,El Shorouk,Private,200,https://maps.google.com/maps?daddr=30.15374%2C31.61424,#,عن مدرسة اي-تك للتكنولوجيا التطبيقية – ITECH School,"مدرسة اي-تك للتكنولوجيا التطبيقية - ITECH School بمدينة الشروق - القاهرة
مدرسة اي-تك للتكنولوجيا التطبيقية العام الدراسي الاولي لها هو 2019/2020 م
تتبع المدرسة نظام مدارس P-TECHالعالمية بالشراكة مع IBMومؤسسة الألفى للتنمية البشرية والإجتماعية.
تعتمد مدرسة I-TECHعلى مناهج دراسية وضعت وفق النظم العالمية وقائمة على نظام الجدارات، ومواكبة أحدث النظم العالمية .بهدف تخريج عمالة متدربة ومؤهلة
لسوق العمل المحلى والدولى.
مدرسة اي-تك للتكنولوجيا التطبيقيه تعتبر اول مدرسة متخصصة بمجال تكنولوجيا المعلومات، وعلوم الحاسبات، وتطوير التطبيقات الإلكترونية.
يحصل خريجي المدرسة على شهادة الدبلوم الفني لمدارس التكنولوجيا التطبيقية والتي تؤهل للالتحاق بكافة المعاهد والكليات التكنولوجية وكليات التعليم الصناعي، وشهادة أكاديمية ومهنية متخصصة معتمدة دولياً بالإضافة إلى شهادة خبرة من الشركة المصرية للاتصالات
منهج المدرسة هي مناهج معتمدة دوليا وعلى أعلى مستوى في تخصصي الاتصالات وتكنولوجيا المعلومات.
تخصصات المدرسة هي تكنولوجيا المعلومات (IT)
مميزات مدرسة I-TECH :",عن مدرسة اي-تك للتكنولوجيا التطبيقية – ITECH School,"مدرسة اي-تك للتكنولوجيا التطبيقية - ITECH School بمدينة الشروق - القاهرة
مدرسة اي-تك للتكنولوجيا التطبيقية العام الدراسي الاولي لها هو 2019/2020 م
تتبع المدرسة نظام مدارس P-TECHالعالمية بالشراكة مع IBMومؤسسة الألفى للتنمية البشرية والإجتماعية.
تعتمد مدرسة I-TECHعلى مناهج دراسية وضعت وفق النظم العالمية وقائمة على نظام الجدارات، ومواكبة أحدث النظم العالمية .بهدف تخريج عمالة متدربة ومؤهلة
لسوق العمل المحلى والدولى.
مدرسة اي-تك للتكنولوجيا التطبيقيه تعتبر اول مدرسة متخصصة بمجال تكنولوجيا المعلومات، وعلوم الحاسبات، وتطوير التطبيقات الإلكترونية.
يحصل خريجي المدرسة على شهادة الدبلوم الفني لمدارس التكنولوجيا التطبيقية والتي تؤهل للالتحاق بكافة المعاهد والكليات التكنولوجية وكليات التعليم الصناعي، وشهادة أكاديمية ومهنية متخصصة معتمدة دولياً بالإضافة إلى شهادة خبرة من الشركة المصرية للاتصالات
منهج المدرسة هي مناهج معتمدة دوليا وعلى أعلى مستوى في تخصصي الاتصالات وتكنولوجيا المعلومات.
تخصصات المدرسة هي تكنولوجيا المعلومات (IT)
مميزات مدرسة I-TECH :",[],شارع سعد زغلول - بجوار الادارة التعليمية - بوابة 1 - مدينة الشروق - القاهرة
282,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%af%d8%ac%d9%84%d8%a9-%d8%b3%d9%85%d8%a7%d8%b1%d8%aa-degla-smart-school/,https://egyptschools.info/wp-content/uploads/2021/06/161473543_113999247420471_5723548997504944582_n-768x576.jpg,Degla Smart Language School,Thanwya,Mokattam,Private,25000,,,,,,,[],
283,https://egyptschools.info/school/%d8%a7%d9%84%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d9%8a%d8%a7%d8%a8%d8%a7%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d8%ad%d9%8a-3/,https://egyptschools.info/wp-content/uploads/2021/06/المدرسة-المصرية-اليابانية-الحي-الثالث-768x488.jpg,Egyptian Japanese School October,Thanwya,October,Governmental,16000,,,,,,,[],
284,https://egyptschools.info/school/%d8%a7%d9%84%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d9%8a%d8%a7%d8%a8%d8%a7%d9%86%d9%8a%d8%a9-ejs-nacr-city/,https://egyptschools.info/wp-content/uploads/2021/06/273218092_3434357213457566_3895957651432549575_n-768x549.jpeg,Egyptian Japanese School Nacr City,Thanwya,Nasr City,Governmental,16000,https://maps.google.com/maps?daddr=30.04210%2C31.39312,#,عن المدرسة المصرية اليابانية زهراء مدينة نصر – Egyptian Japanese School Nacr City – EJS,"المدرسة المصرية اليابانية زهراء مدينة نصر - Egyptian Japanese School Nacr City - EJS العام الدراسي الاول لها هو 2021/2022
أن المدارس المصرية اليابانية تسعى إلى تطبيق النموذج الياباني من الأنشطة التعليمية ""توكاتسو""، وتشير هذه الكلمة إلى مفهوم التنمية الشاملة للطفل من جميع الجوانب، والتي تركز على بناء شخصية الطفل المتمثلة في سلوكياته ومهاراته وقيمه واتجاهاته بنفس درجة الأهمية لتنمية معارفه ومعلوماته ومهاراته العقلية.
المدرسة تعتبر لغات - ناشونال
تتميز المدرسة :
 ـ تتميز بتدريس مناهج دراسية  حديثة ولغة أجنبية برياض الأطفال.
 ـ لغة التدريس فى المدارس فهى اللغة الإنجليزية.
 ـ  تدريس منهج المستوى الرفيع فى اللغة الإنجليزية Connect Plus.",عن المدرسة المصرية اليابانية زهراء مدينة نصر – Egyptian Japanese School Nacr City – EJS,"المدرسة المصرية اليابانية زهراء مدينة نصر - Egyptian Japanese School Nacr City - EJS العام الدراسي الاول لها هو 2021/2022
أن المدارس المصرية اليابانية تسعى إلى تطبيق النموذج الياباني من الأنشطة التعليمية ""توكاتسو""، وتشير هذه الكلمة إلى مفهوم التنمية الشاملة للطفل من جميع الجوانب، والتي تركز على بناء شخصية الطفل المتمثلة في سلوكياته ومهاراته وقيمه واتجاهاته بنفس درجة الأهمية لتنمية معارفه ومعلوماته ومهاراته العقلية.
المدرسة تعتبر لغات - ناشونال
تتميز المدرسة :
 ـ تتميز بتدريس مناهج دراسية  حديثة ولغة أجنبية برياض الأطفال.
 ـ لغة التدريس فى المدارس فهى اللغة الإنجليزية.
 ـ  تدريس منهج المستوى الرفيع فى اللغة الإنجليزية Connect Plus.","[{'fees_title': 'KG 1 - 2', 'fees_value': '16,000 LE'}, {'fees_title': 'Grade 1 - 5', 'fees_value': None}]",عمر بن عبد العزيز - مساكن الظباط - الحي العاشر - زهراء مدينة نصر - مدينة نصر - القاهرة
285,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b3%d9%8a%d8%af%d8%a9-%d8%ae%d8%af%d9%8a%d8%ac%d8%a9-%d8%a7%d9%84%d9%85%d8%aa%d9%85%d9%8a%d8%b2%d8%a9-15-%d9%85%d8%a7%d9%8a%d9%88/,https://egyptschools.info/wp-content/uploads/2021/06/مدرسة-السيدة-خديجة-الرسمية-المتميزة-لغات-768x507.jpg,15مايو,Thanwya,15-May,Private,2500,,,,,,,[],
286,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b9%d8%b2%d9%8a%d8%b2-%d8%a7%d8%a8%d8%a7%d8%b8%d8%a9-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-aziz-abaza/,https://egyptschools.info/wp-content/uploads/2021/05/مدرسة-عزيز-اباظة-الرسمية-للغات-768x233.jpg,Aziz Abaza Official Language School,Thanwya,Nasr City,Governmental,1591,,,,,,,[],
287,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%85%d8%a7%d8%b1%d9%8a%d8%a7-%d8%a7%d9%88%d8%b2%d9%8a%d9%84%d9%8a%d8%a7-%d8%b4%d8%a8%d8%b1%d8%a7-maria-ausilia/,https://egyptschools.info/wp-content/uploads/2021/05/195127_134758589927509_3923086_o-768x554.jpg,Maria Ausilia Private School,Thanwya,Shubra Masr,Private,5500,https://maps.google.com/maps?daddr=30.08000%2C31.23960,tel:0224570486,عن مدرسة ماريا اوزيليا الخاصة – Maria Ausilia Private School,"مدرسة ماريا اوزيليا تريتشى الخاصة - Maria Ausilia Private School بشبرا مدرسة راهبات عربي مستوي رفيع انجليزي.
لتعرف علي باقي مدارس شبرا اضغط هنا",عن مدرسة ماريا اوزيليا الخاصة – Maria Ausilia Private School,"مدرسة ماريا اوزيليا تريتشى الخاصة - Maria Ausilia Private School بشبرا مدرسة راهبات عربي مستوي رفيع انجليزي.
لتعرف علي باقي مدارس شبرا اضغط هنا",[],29 شارع ابن الاثير - روض الفرج - شبرا - القاهرة
288,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b1%d8%a7%d9%87%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%b1%d8%a7%d8%b9%d9%8a-%d8%a7%d9%84%d8%b5%d8%a7%d9%84%d8%ad-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-gss-elaatar/,https://egyptschools.info/wp-content/uploads/2021/05/10616292_1469309913334184_8198521175469272794_n.jpg,Good Shepherd Sisters' Language School,Thanwya,Shubra Masr,Private,12650,https://maps.google.com/maps?daddr=30.07044%2C31.24973,tel:0223510635,عن مدرسة راهبات الراعي الصالح للغات العطار – Good Shepherd Sisters’ Language School,مدرسة راهبات الراعي الصالح بشارع العطار شبرا مدرسة راهبات بنات انجليزي غير مشتركة.,عن مدرسة راهبات الراعي الصالح للغات العطار – Good Shepherd Sisters’ Language School,مدرسة راهبات الراعي الصالح بشارع العطار شبرا مدرسة راهبات بنات انجليزي غير مشتركة.,[],33 شارع العطار - شبرا مصر - القاهرة
289,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b3%d8%a7%d9%86%d8%aa-%d9%83%d8%a7%d8%aa%d8%b1%d9%8a%d9%86-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-st-catherine-language-school/,https://egyptschools.info/wp-content/uploads/2021/05/مدرسة-سانت-كاترين-للغات-بشبرا.jpg,St.Catherine Language School,Thanwya,Shubra Masr,Private,8500,,,,,,,[],
290,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%86%d8%b3-%d8%a8%d9%86-%d9%85%d8%a7%d9%84%d9%83-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d8%ba%d8%a7%d8%aa/,https://egyptschools.info/wp-content/uploads/2021/05/مدرسة-انس-ابن-مالك-الرسمية-لغات.jpg,Anas Ibn Malek Official Language School,Thanwya,El Shorouk,Governmental,1591,,,,,,,[],
291,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b4%d8%b1%d9%88%d9%82-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-elsherouk-school/,https://egyptschools.info/wp-content/uploads/2021/05/11143132_1436749153303326_7634170364640944252_o-768x768.jpg,Elsherouk Official Language School,Thanwya,El Shorouk,Governmental,1590,,,,,,,[],
292,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%a7%d8%a8%d8%b7%d8%a7%d9%84-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa/,https://egyptschools.info/wp-content/uploads/2021/05/11143708_429368800582691_4238766782337100060_o-768x576.jpg,Alabtal Official Language School,Thanwya,El Shorouk,Governmental,1591,,,,,,,[],
293,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%86%d9%88%d8%aa%d8%b1%d8%af%d8%a7%d9%85-%d9%87%d9%84%d9%8a%d9%88%d8%a8%d9%88%d9%84%d9%8a%d8%b3-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af%d8%a9-notre-dame-school-new-heli/,https://egyptschools.info/wp-content/uploads/2021/04/162112582_103385125175430_4688515008957496795_n-768x292.jpg,Notre Dame School New Heliopolis,Thanwya,New Heliopolis,Private,19000,,,,,,,[],
294,https://egyptschools.info/school/sama-international-college/,https://egyptschools.info/wp-content/uploads/2021/04/2022-04-28-768x512.jpeg,Sama International College,Thanwya,El Shorouk,Governmental,37900,https://maps.google.com/maps?daddr=30.14243%2C31.63305,tel:01211110645,عن مدرسة سما كوليدج الدولية – Sama International College,"مدرسة سما كوليدج الدولية - Sama International College العام الدراسي الاول لها 2021/2022 م
يتم تدريس منهج JOURNEYS في قسم الناشونال كمنهج الهاي ليفيل.",عن مدرسة سما كوليدج الدولية – Sama International College,"مدرسة سما كوليدج الدولية - Sama International College العام الدراسي الاول لها 2021/2022 م
يتم تدريس منهج JOURNEYS في قسم الناشونال كمنهج الهاي ليفيل.","[{'fees_title': 'Pre-KG', 'fees_value': '23,500 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '37,900 LE'}, {'fees_title': 'Grade 1 - 6', 'fees_value': '37,900 LE'}, {'fees_title': 'Grade 7 - 9', 'fees_value': '37,900 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '65,400 LE'}, {'fees_title': 'Grade 1 - 3', 'fees_value': '69,400 LE'}]",البوابة الثانية - المنطقة الثالثة - مدينة الشروق - القاهرة
295,https://egyptschools.info/school/liverpool-international-school-lis/,https://egyptschools.info/wp-content/uploads/2021/04/d-768x512.jpg,Liverpool International School,American,Badr City,Private,65000,https://maps.google.com/maps?daddr=30.14489%2C31.69231,tel:01000009212,عن مدرسة ليفربول الدولية – Liverpool International School – LIS,مدرسة ليفربول الدولية - Liverpool International School بمدينة بدر - القاهرة العام الدراسي الاول لها هو 2021/2022 م,عن مدرسة ليفربول الدولية – Liverpool International School – LIS,مدرسة ليفربول الدولية - Liverpool International School بمدينة بدر - القاهرة العام الدراسي الاول لها هو 2021/2022 م,"[{'fees_title': 'Pre-KG', 'fees_value': '55,000 LE'}, {'fees_title': 'FS 1 - 2', 'fees_value': '65,000 LE'}, {'fees_title': 'Year 1 - 4', 'fees_value': '70,000 LE'}, {'fees_title': 'Year 5 - 9', 'fees_value': '75,000 LE'}, {'fees_title': 'Year 10', 'fees_value': '80,000 LE'}]",طريق الجامعات - مدينة بدر - طريق السويس- القاهرة
296,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%85%d9%82%d8%b7%d9%85-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-mokatam-official-language-school/,https://egyptschools.info/wp-content/uploads/2021/04/22281840_506638783049129_1922495256344954475_n.jpg,Mokatam Official Language School,Thanwya,Mokattam,Governmental,1591,,,,,,,[],
297,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%af-%d9%85%d8%ad%d9%85%d8%af-%d9%85%d8%ad%d9%85%d9%88%d8%af-%d8%a7%d8%a8%d9%88-%d8%b3%d8%b1%d9%8a%d8%b9/,https://egyptschools.info/wp-content/uploads/2021/04/42501508_2359515894078790_3930754056414298112_n-768x484.jpg,الواحة المستقبل 18,Thanwya,Nasr City,Private,2500,,,,,,,[],
298,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%af-%d9%85%d8%ad%d9%85%d8%af-%d8%a7%d8%a8%d9%88-%d8%b4%d9%82%d8%b1%d8%a9-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9/,https://egyptschools.info/wp-content/uploads/2021/04/106180249_3486832288014164_5570868541249257032_n-768x576.jpg,المستقبل 15,Thanwya,Mokattam,Private,2500,,,,,,,[],
299,https://egyptschools.info/school/sfl-%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%af-%d8%b3%d9%85%d9%8a%d8%b1-%d9%81%d9%87%d9%85%d9%8a-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa/,https://egyptschools.info/wp-content/uploads/2021/04/45486007_2099812800099260_3496319007777095680_n-768x437.jpg,Samir Fahmy Official Language School,Thanwya,The 3rd Settlement,Governmental,1591,,,,,,,[],
300,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%af-%d9%85%d8%ad%d9%85%d8%af-%d9%88%d8%ad%d9%8a%d8%af-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa/,https://egyptschools.info/wp-content/uploads/2021/04/19667607_142599862982884_6200200373315227986_o-768x576.jpg,Elshahid Mohamed Wahid Official Language School,Thanwya,The 3rd Settlement,Governmental,1591,,,,,,,[],
301,https://egyptschools.info/school/%d9%85%d9%88%d8%af%d8%b1%d9%86-%d8%b3%d9%83%d9%88%d9%84-%d9%87%d9%84%d9%8a%d9%88%d8%a8%d9%88%d9%84%d9%8a%d8%b3-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af%d8%a9-new-heliopolis-modern-school/,https://egyptschools.info/wp-content/uploads/2021/02/138173369_106766454724247_1555828542537064941_n.jpg,New Heliopolis Modern School,Thanwya,New Heliopolis,Private,33880,https://maps.google.com/maps?daddr=30.13146%2C31.66815,tel:01101228228,عن مدرسة مودرن سكول هليوبوليس الجديدة – New Heliopolis Modern School,"  مدرسة مودرن سكول هليوبوليس الجديدة العام الدراسي الاول لها 2021/2022 م
يتم تدريس منهج هاي ليفيل بريطاني بالمدرسة",عن مدرسة مودرن سكول هليوبوليس الجديدة – New Heliopolis Modern School,"  مدرسة مودرن سكول هليوبوليس الجديدة العام الدراسي الاول لها 2021/2022 م
يتم تدريس منهج هاي ليفيل بريطاني بالمدرسة","[{'fees_title': 'Pre-KG', 'fees_value': '21,780 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '33,880 LE'}, {'fees_title': 'Grade 1 - 6', 'fees_value': '33,880 LE'}]",الحي الرابع - مدخل الشروق 3 - بجوار الكوربة الجديدة - هليوبوليس الجديدة - القاهرة
302,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d8%ad%d9%85%d8%af-%d8%b2%d9%88%d9%8a%d9%84-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-future21/,https://egyptschools.info/wp-content/uploads/2021/04/698.jpg,Ahmed Zewail Official Language School (Future 21),Thanwya,The 5th Settlement,Private,2500,,,,,,,[],
303,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%af-%d9%85%d8%ac%d8%af%d9%8a-%d9%8a%d8%b9%d9%82%d9%88%d8%a8-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%aa%d9%85%d9%8a%d8%b2%d8%a9/,https://egyptschools.info/wp-content/uploads/2021/04/مدرسة-مجدي-يعقوب-1-768x429.jpg,DR. Magdy Yacoub Official Language school,Thanwya,The 1st Settlement,Private,2500,,,,,,,[],
304,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%84%d9%88%d8%a7%d8%a1-%d8%b9%d9%85%d8%b1-%d8%b3%d9%84%d9%8a%d9%85%d8%a7%d9%86-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-future20/,https://egyptschools.info/wp-content/uploads/2021/04/مدرسة-المستقبل-20-768x322.jpg,Lieutenant Omar Soliman Official Language School,Thanwya,The 5th Settlement,Private,2500,,,,,,,[],
305,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a8%d9%86%d8%aa-%d8%a7%d9%84%d8%b4%d8%a7%d8%b7%d8%a6-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-bent-elshatae-official-language-schoo/,https://egyptschools.info/wp-content/uploads/2021/04/12821604_951097978259305_3108476309525445184_n-768x432.jpg,Bent Elshatae Official Language School,Thanwya,The 1st Settlement,Governmental,1591,https://maps.google.com/maps?daddr=30.06812%2C31.45969,tel:01061697925,عن مدرسة بنت الشاطئ الرسمية للغات – Bent Elshatae Official Language School,مدرسة بنت الشاطئ الرسمية للغات بالتجمع الاول - القاهرة الجديدة واحدة من المدارس الرسمية بالقاهرة الجديدة و بها للصف الثالث الاعدادي فقط,عن مدرسة بنت الشاطئ الرسمية للغات – Bent Elshatae Official Language School,مدرسة بنت الشاطئ الرسمية للغات بالتجمع الاول - القاهرة الجديدة واحدة من المدارس الرسمية بالقاهرة الجديدة و بها للصف الثالث الاعدادي فقط,[],المجاورة الثانية - بجوار البريد - التجمع الأول - القاهرة الجديدة - القاهرة
306,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d8%a8%d9%88-%d8%a8%d9%83%d8%b1-%d8%a7%d9%84%d8%b5%d8%af%d9%8a%d9%82-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa/,https://egyptschools.info/wp-content/uploads/2021/04/iCXxI9Hgahf81wYWBMdoDpFmtiB9gnNO1QFPeaM2.jpg,Abo Bakr Official Language School,Thanwya,The 1st Settlement,Governmental,1591,,,,,,,[],
307,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b9%d9%85%d8%b1%d9%88-%d8%b9%d8%a8%d8%af%d9%87-%d8%b1%d8%b4%d9%88%d8%a7%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d9%82%d8%a8%d9%84-9/,https://egyptschools.info/wp-content/uploads/2021/04/مدرسة-المستقبل-9-768x408.jpg,Future 9 Official Language School,Thanwya,The 5th Settlement,Private,2500,,,,,,,[],
308,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b5%d9%84%d8%a7%d8%ad-%d8%a7%d9%84%d8%af%d9%8a%d9%86-%d8%a7%d9%84%d8%b1%d8%b3%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-salah-eldin-official-language-school/,https://egyptschools.info/wp-content/uploads/2021/04/مدرسة-صلاح-الدين-الرسمية-للغات-768x429.jpg,Salah Eldin Official Language school,Thanwya,The 5th Settlement,Governmental,1590,,,,,,,[],
